id,nombre,descripcion,categoria,marca,material,precio_original,descuento,precio_final,colores,tallas,disponibilidad,stock_total,disponible,destacado,nuevo,temporada,puntuacion,num_resenas,codigo_barras,fecha_ingreso
FS0238,Vestido Elegante Casual Comfort,"Vestido Elegante en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Casual Comfort,Denim,121.5,0,121.5,"['Azul Cielo', 'Beige']","['XXL', 'S', 'L']","{'Azul Cielo': {'XXL': 0, 'S': 16, 'L': 7}, 'Beige': {'XXL': 20, 'S': 0, 'L': 19}}",62,True,True,False,Todo el año,4.1,41,7896797844720,2024-10-23
FS0239,Zapatillas Casual Urban Wear,"Zapatillas Casual en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Urban Wear,Lycra,264.5,0,264.5,"['Morado', 'Rojo', 'Negro']","['45', '35', '41', '37', '43', '44', '39', '42']","{'Morado': {'45': 19, '35': 6, '41': 0, '37': 3, '43': 2, '44': 0, '39': 6, '42': 2}, 'Rojo': {'45': 3, '35': 14, '41': 8, '37': 1, '43': 6, '44': 0, '39': 15, '42': 0}, 'Negro': {'45': 10, '35': 11, '41': 2, '37': 0, '43': 4, '44': 0, '39': 19, '42': 17}}",148,True,True,False,Primavera,4.7,71,7873117159977,2024-02-18
FS0240,Bufandas Sport Active,"Bufandas en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Sport Active,Algodón 100%,62.5,50,31.25,"['Bordeaux', 'Azul Cielo', 'Morado', 'Azul Marino']",['Único'],"{'Bordeaux': {'Único': 17}, 'Azul Cielo': {'Único': 9}, 'Morado': {'Único': 10}, 'Azul Marino': {'Único': 15}}",51,True,False,False,Invierno,5.0,72,7844631578877,2024-09-21
FS0241,Suéteres Elegant Touch,"Suéteres en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Elegant Touch,Seda,42.9,0,42.9,"['Naranja', 'Amarillo', 'Beige', 'Gris']","['L', 'M', 'XXL']","{'Naranja': {'L': 7, 'M': 11, 'XXL': 0}, 'Amarillo': {'L': 11, 'M': 15, 'XXL': 2}, 'Beige': {'L': 0, 'M': 0, 'XXL': 13}, 'Gris': {'L': 20, 'M': 4, 'XXL': 4}}",87,True,True,True,Invierno,4.6,85,7860341491542,2024-11-13
FS0242,Jeans Skinny Classic Collection,"Jeans Skinny en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Classic Collection,Cuero,106.5,0,106.5,"['Gris', 'Negro', 'Rosa Pastel', 'Verde Oliva']","['30', '32', '34']","{'Gris': {'30': 14, '32': 9, '34': 6}, 'Negro': {'30': 1, '32': 18, '34': 18}, 'Rosa Pastel': {'30': 16, '32': 0, '34': 0}, 'Verde Oliva': {'30': 12, '32': 0, '34': 5}}",99,True,False,False,Verano,3.6,17,7842733971444,2024-11-21
FS0243,Vestido Casual Modern Style,"Vestido Casual en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Modern Style,Lana,227.5,0,227.5,"['Gris Oscuro', 'Azul Cielo', 'Azul', 'Amarillo']","['XS', 'S', 'XL', 'M']","{'Gris Oscuro': {'XS': 14, 'S': 10, 'XL': 12, 'M': 0}, 'Azul Cielo': {'XS': 20, 'S': 5, 'XL': 5, 'M': 19}, 'Azul': {'XS': 12, 'S': 1, 'XL': 19, 'M': 9}, 'Amarillo': {'XS': 16, 'S': 13, 'XL': 12, 'M': 0}}",167,True,False,True,Invierno,4.8,56,7874600799272,2024-10-03
FS0244,Camisa Casual Classic Collection,"Camisa Casual en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Classic Collection,Algodón 100%,71.5,0,71.5,"['Beige', 'Verde Oliva']","['XS', 'M', 'L', 'XXL', 'S']","{'Beige': {'XS': 4, 'M': 7, 'L': 14, 'XXL': 8, 'S': 18}, 'Verde Oliva': {'XS': 20, 'M': 9, 'L': 12, 'XXL': 19, 'S': 2}}",113,True,False,True,Invierno,4.3,99,7843223925504,2024-02-02
FS0245,Zapatos Formales Sport Active,"Zapatos Formales en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Sport Active,Lana,203.5,0,203.5,['Amarillo'],"['37', '36', '45', '44', '42', '43']","{'Amarillo': {'37': 2, '36': 18, '45': 3, '44': 0, '42': 0, '43': 12}}",35,True,False,False,Verano,4.0,66,7860155551534,2024-08-21
FS0246,Polo Piqué Classic Collection,"Polo Piqué en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Classic Collection,Viscosa,46.9,0,46.9,"['Negro', 'Gris Oscuro', 'Morado']","['XL', 'M', 'XS', 'XXL']","{'Negro': {'XL': 14, 'M': 8, 'XS': 10, 'XXL': 0}, 'Gris Oscuro': {'XL': 3, 'M': 4, 'XS': 14, 'XXL': 15}, 'Morado': {'XL': 2, 'M': 4, 'XS': 19, 'XXL': 7}}",100,True,True,False,Otoño,3.6,52,7837399450562,2024-04-16
FS0247,Vestido Casual Casual Comfort,"Vestido Casual en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Casual Comfort,Lycra,157.9,43,90.0,"['Azul', 'Morado']","['XXL', 'S', 'XL', 'L']","{'Azul': {'XXL': 4, 'S': 15, 'XL': 1, 'L': 15}, 'Morado': {'XXL': 5, 'S': 19, 'XL': 11, 'L': 15}}",85,True,False,False,Invierno,4.0,49,7816844257228,2024-05-05
FS0248,Botas Classic Collection,"Botas en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Classic Collection,Seda,58.5,5,55.57,['Crema'],"['38', '36', '41', '44', '35', '40', '39']","{'Crema': {'38': 3, '36': 8, '41': 6, '44': 5, '35': 14, '40': 0, '39': 19}}",55,True,False,False,Invierno,3.5,122,7898191204807,2024-09-17
FS0249,Zapatillas Casual Urban Wear,"Zapatillas Casual en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Urban Wear,Poliéster,104.9,0,104.9,"['Morado', 'Rosa']","['39', '35', '40', '43', '38', '36', '45', '41']","{'Morado': {'39': 17, '35': 13, '40': 15, '43': 14, '38': 15, '36': 9, '45': 14, '41': 1}, 'Rosa': {'39': 2, '35': 9, '40': 20, '43': 15, '38': 8, '36': 0, '45': 4, '41': 11}}",167,True,False,False,Primavera,3.9,80,7867107545113,2024-09-13
FS0250,Hoodies Premium Line,"Hoodies en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Premium Line,Spandex,46.9,0,46.9,"['Rosa Pastel', 'Negro']","['XL', 'L', 'M', 'XXL']","{'Rosa Pastel': {'XL': 5, 'L': 18, 'M': 7, 'XXL': 0}, 'Negro': {'XL': 18, 'L': 3, 'M': 15, 'XXL': 10}}",76,True,False,False,Verano,3.6,20,7869198500693,2024-09-17
FS0251,Gorros Fashion Store,"Gorros en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Fashion Store,Ante,30.5,0,30.5,"['Marrón', 'Morado', 'Negro', 'Gris']",['Único'],"{'Marrón': {'Único': 18}, 'Morado': {'Único': 6}, 'Negro': {'Único': 13}, 'Gris': {'Único': 13}}",50,True,False,False,Otoño,3.9,131,7834840571259,2024-01-23
FS0252,Cinturones Elegant Touch,"Cinturones en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Elegant Touch,Poliéster,92.9,0,92.9,"['Verde', 'Azul']",['Único'],"{'Verde': {'Único': 0}, 'Azul': {'Único': 1}}",1,True,False,False,Invierno,4.5,89,7896876892010,2024-05-24
FS0253,Pantalón Chino Fashion Store,"Pantalón Chino en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Fashion Store,Ante,136.9,50,68.45,['Beige'],"['42', '38', '30']","{'Beige': {'42': 9, '38': 9, '30': 14}}",32,True,False,False,Todo el año,3.5,122,7853568114681,2024-11-14
FS0254,Jeans Skinny Urban Wear,"Jeans Skinny en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Urban Wear,Algodón 100%,118.9,0,118.9,['Azul'],"['32', '40', '42']","{'Azul': {'32': 18, '40': 20, '42': 1}}",39,True,False,False,Invierno,4.8,18,7819246957339,2024-07-26
FS0255,Botas Sport Active,"Botas en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Sport Active,Seda,94.5,0,94.5,"['Azul Marino', 'Bordeaux', 'Gris Oscuro']","['35', '42', '39', '41']","{'Azul Marino': {'35': 18, '42': 5, '39': 18, '41': 0}, 'Bordeaux': {'35': 0, '42': 11, '39': 14, '41': 13}, 'Gris Oscuro': {'35': 4, '42': 18, '39': 6, '41': 7}}",114,True,False,False,Invierno,4.2,81,7874530865403,2024-06-23
FS0256,Hoodies Casual Comfort,"Hoodies en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Casual Comfort,Algodón 100%,96.9,0,96.9,"['Crema', 'Gris']","['M', 'XL', 'XXL', 'L', 'XS']","{'Crema': {'M': 11, 'XL': 0, 'XXL': 5, 'L': 7, 'XS': 10}, 'Gris': {'M': 12, 'XL': 18, 'XXL': 3, 'L': 2, 'XS': 0}}",68,True,False,False,Todo el año,4.6,6,7836225506407,2024-08-06
FS0257,Blazers Casual Comfort,"Blazers en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Casual Comfort,Lino,427.9,0,427.9,['Gris'],"['S', 'XXL', 'XL', 'L', 'XS']","{'Gris': {'S': 6, 'XXL': 17, 'XL': 1, 'L': 0, 'XS': 8}}",32,True,False,False,Primavera,4.8,62,7873552565833,2024-02-20
FS0258,Camisa Formal Casual Comfort,"Camisa Formal en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Casual Comfort,Viscosa,65.5,0,65.5,['Negro'],"['XL', 'M', 'S', 'XXL']","{'Negro': {'XL': 11, 'M': 11, 'S': 18, 'XXL': 0}}",40,True,True,False,Primavera,4.5,139,7896383499337,2024-11-07
FS0259,Zapatillas Casual Premium Line,"Zapatillas Casual en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Premium Line,Viscosa,242.5,0,242.5,"['Marrón', 'Azul']","['43', '39', '40', '44', '37', '45', '38', '42']","{'Marrón': {'43': 0, '39': 1, '40': 15, '44': 1, '37': 1, '45': 11, '38': 8, '42': 13}, 'Azul': {'43': 6, '39': 11, '40': 15, '44': 3, '37': 18, '45': 0, '38': 2, '42': 12}}",117,True,False,False,Invierno,4.6,66,7896306104931,2024-11-25
FS0260,Pantalón Chino Sport Active,"Pantalón Chino en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Sport Active,Lycra,79.5,0,79.5,['Negro'],"['42', '32', '28', '30', '40']","{'Negro': {'42': 11, '32': 0, '28': 4, '30': 4, '40': 15}}",34,True,False,False,Primavera,3.7,47,7846354246273,2024-01-11
FS0261,Camiseta Premium Urban Wear,"Camiseta Premium en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Urban Wear,Cuero,47.9,0,47.9,"['Marrón', 'Blanco', 'Azul Cielo']","['S', 'XS', 'XXL', 'XL']","{'Marrón': {'S': 11, 'XS': 3, 'XXL': 0, 'XL': 4}, 'Blanco': {'S': 1, 'XS': 11, 'XXL': 0, 'XL': 18}, 'Azul Cielo': {'S': 0, 'XS': 13, 'XXL': 20, 'XL': 11}}",92,True,False,False,Todo el año,4.2,49,7810727431334,2024-07-27
FS0262,Bufandas Elegant Touch,"Bufandas en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Elegant Touch,Algodón-Poliéster,72.5,0,72.5,"['Azul Marino', 'Marrón', 'Morado']",['Único'],"{'Azul Marino': {'Único': 5}, 'Marrón': {'Único': 11}, 'Morado': {'Único': 3}}",19,True,False,False,Verano,4.9,35,7841063509581,2024-07-15
FS0263,Camisa Formal Premium Line,"Camisa Formal en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Premium Line,Seda,99.5,0,99.5,"['Rosa Pastel', 'Rojo', 'Gris Oscuro']","['XL', 'M', 'XS']","{'Rosa Pastel': {'XL': 15, 'M': 19, 'XS': 2}, 'Rojo': {'XL': 0, 'M': 12, 'XS': 15}, 'Gris Oscuro': {'XL': 9, 'M': 0, 'XS': 1}}",73,True,False,False,Otoño,4.7,90,7819492552041,2024-04-03
FS0264,Polo Clásico Fashion Store,"Polo Clásico en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Fashion Store,Lana,67.5,0,67.5,"['Negro', 'Morado', 'Marrón', 'Beige']","['M', 'L', 'S']","{'Negro': {'M': 19, 'L': 5, 'S': 1}, 'Morado': {'M': 8, 'L': 0, 'S': 0}, 'Marrón': {'M': 12, 'L': 4, 'S': 3}, 'Beige': {'M': 20, 'L': 9, 'S': 4}}",85,True,False,False,Otoño,4.0,73,7879509542447,2024-11-17
FS0265,Sacos Elegant Touch,"Sacos en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Elegant Touch,Lino,318.9,0,318.9,"['Amarillo', 'Bordeaux', 'Rojo', 'Gris Oscuro']","['XL', 'XS', 'XXL']","{'Amarillo': {'XL': 17, 'XS': 0, 'XXL': 19}, 'Bordeaux': {'XL': 13, 'XS': 0, 'XXL': 2}, 'Rojo': {'XL': 5, 'XS': 16, 'XXL': 1}, 'Gris Oscuro': {'XL': 19, 'XS': 0, 'XXL': 4}}",96,True,False,False,Primavera,4.6,86,7877482222142,2024-11-24
FS0266,Camisa Casual Classic Collection,"Camisa Casual en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Classic Collection,Seda,141.5,35,91.98,"['Naranja', 'Marrón']","['S', 'XXL', 'XL', 'XS', 'L']","{'Naranja': {'S': 18, 'XXL': 14, 'XL': 3, 'XS': 10, 'L': 0}, 'Marrón': {'S': 3, 'XXL': 20, 'XL': 14, 'XS': 19, 'L': 5}}",106,True,False,False,Primavera,4.3,108,7886338790396,2024-06-22
FS0267,Camiseta Premium Modern Style,"Camiseta Premium en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Modern Style,Ante,67.5,0,67.5,"['Bordeaux', 'Gris', 'Blanco', 'Gris Oscuro']","['M', 'XXL', 'XL', 'L', 'S']","{'Bordeaux': {'M': 4, 'XXL': 0, 'XL': 4, 'L': 14, 'S': 10}, 'Gris': {'M': 4, 'XXL': 20, 'XL': 10, 'L': 20, 'S': 20}, 'Blanco': {'M': 0, 'XXL': 7, 'XL': 17, 'L': 12, 'S': 8}, 'Gris Oscuro': {'M': 3, 'XXL': 4, 'XL': 0, 'L': 1, 'S': 5}}",163,True,False,False,Todo el año,4.4,67,7881510362918,2024-05-27
FS0268,Cinturones Fashion Store,"Cinturones en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Fashion Store,Spandex,60.5,24,45.98,"['Crema', 'Bordeaux', 'Azul']",['Único'],"{'Crema': {'Único': 1}, 'Bordeaux': {'Único': 6}, 'Azul': {'Único': 8}}",15,True,False,False,Otoño,4.7,113,7846889033273,2024-03-14
FS0269,Sandalias Urban Wear,"Sandalias en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Urban Wear,Algodón 100%,97.5,0,97.5,"['Naranja', 'Rojo', 'Gris Oscuro', 'Gris']","['38', '42', '45', '40', '44', '43', '35', '36']","{'Naranja': {'38': 4, '42': 2, '45': 15, '40': 8, '44': 20, '43': 7, '35': 10, '36': 19}, 'Rojo': {'38': 6, '42': 10, '45': 0, '40': 13, '44': 2, '43': 2, '35': 15, '36': 14}, 'Gris Oscuro': {'38': 4, '42': 11, '45': 9, '40': 0, '44': 0, '43': 2, '35': 0, '36': 4}, 'Gris': {'38': 17, '42': 5, '45': 5, '40': 0, '44': 16, '43': 10, '35': 5, '36': 3}}",238,True,False,False,Verano,3.6,127,7842315646662,2024-01-04
FS0270,Sacos Urban Wear,"Sacos en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Urban Wear,Cuero,300.5,0,300.5,['Azul'],"['XS', 'L', 'S']","{'Azul': {'XS': 4, 'L': 0, 'S': 3}}",7,True,False,False,Invierno,4.5,52,7828342264313,2024-02-09
FS0271,Polo Piqué Fashion Store,"Polo Piqué en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Fashion Store,Algodón 100%,71.5,9,65.06,"['Rosa Pastel', 'Rojo']","['S', 'XXL', 'L']","{'Rosa Pastel': {'S': 9, 'XXL': 8, 'L': 10}, 'Rojo': {'S': 14, 'XXL': 16, 'L': 2}}",59,True,True,True,Invierno,4.1,14,7815340141599,2024-06-03
FS0272,Pantalón Casual Urban Wear,"Pantalón Casual en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Urban Wear,Ante,142.5,0,142.5,"['Rosa', 'Blanco']","['34', '42', '28', '40', '38']","{'Rosa': {'34': 5, '42': 2, '28': 0, '40': 16, '38': 17}, 'Blanco': {'34': 7, '42': 5, '28': 12, '40': 17, '38': 5}}",86,True,False,False,Todo el año,4.5,125,7823288689499,2024-06-15
FS0273,Carteras Modern Style,"Carteras en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Modern Style,Ante,82.5,36,52.8,"['Gris Oscuro', 'Rosa']",['Único'],"{'Gris Oscuro': {'Único': 0}, 'Rosa': {'Único': 9}}",9,True,False,False,Primavera,4.6,14,7823369153929,2024-05-05
FS0274,Carteras Fashion Store,"Carteras en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Fashion Store,Cuero,53.5,0,53.5,"['Naranja', 'Azul Cielo', 'Beige']",['Único'],"{'Naranja': {'Único': 0}, 'Azul Cielo': {'Único': 0}, 'Beige': {'Único': 10}}",10,True,False,False,Primavera,4.7,72,7846449930305,2024-06-04
FS0275,Jeans Skinny Premium Line,"Jeans Skinny en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Premium Line,Lycra,80.5,0,80.5,"['Crema', 'Verde', 'Rosa Pastel', 'Azul Cielo']","['42', '36', '38', '40']","{'Crema': {'42': 0, '36': 19, '38': 4, '40': 2}, 'Verde': {'42': 5, '36': 17, '38': 0, '40': 14}, 'Rosa Pastel': {'42': 0, '36': 9, '38': 11, '40': 1}, 'Azul Cielo': {'42': 10, '36': 13, '38': 7, '40': 11}}",123,True,False,False,Invierno,4.6,126,7828453196176,2024-06-05
FS0276,Sandalias Classic Collection,"Sandalias en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Classic Collection,Algodón 100%,33.9,0,33.9,"['Rojo', 'Azul Cielo', 'Rosa Pastel']","['40', '44', '39', '42', '36', '35', '43', '37']","{'Rojo': {'40': 0, '44': 20, '39': 0, '42': 4, '36': 7, '35': 6, '43': 7, '37': 6}, 'Azul Cielo': {'40': 6, '44': 4, '39': 1, '42': 9, '36': 0, '35': 0, '43': 3, '37': 15}, 'Rosa Pastel': {'40': 8, '44': 6, '39': 9, '42': 16, '36': 0, '35': 2, '43': 19, '37': 12}}",160,True,False,False,Otoño,3.5,93,7818240393121,2024-09-24
FS0277,Chaquetas Premium Line,"Chaquetas en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Chaquetas,Premium Line,Spandex,93.9,0,93.9,['Morado'],"['XXL', 'S', 'M']","{'Morado': {'XXL': 4, 'S': 12, 'M': 5}}",21,True,False,False,Invierno,4.3,100,7847352791213,2024-02-28
FS0278,Zapatos Oxford Sport Active,"Zapatos Oxford en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Sport Active,Lana,198.9,37,125.31,"['Bordeaux', 'Verde Oliva', 'Blanco']","['45', '37', '35', '42', '36', '43']","{'Bordeaux': {'45': 10, '37': 1, '35': 8, '42': 20, '36': 20, '43': 18}, 'Verde Oliva': {'45': 2, '37': 9, '35': 0, '42': 11, '36': 17, '43': 15}, 'Blanco': {'45': 20, '37': 0, '35': 6, '42': 2, '36': 5, '43': 0}}",164,True,True,False,Verano,3.8,14,7877890358382,2024-01-18
FS0279,Gorros Fashion Store,"Gorros en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Fashion Store,Cuero,51.5,0,51.5,['Naranja'],['Único'],{'Naranja': {'Único': 0}},0,False,False,True,Invierno,4.4,2,7881762734751,2024-02-06
FS0280,Zapatos Oxford Urban Wear,"Zapatos Oxford en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Urban Wear,Lana,157.9,0,157.9,"['Blanco', 'Rosa', 'Gris Oscuro', 'Morado']","['44', '40', '35', '38', '45']","{'Blanco': {'44': 5, '40': 7, '35': 0, '38': 15, '45': 10}, 'Rosa': {'44': 8, '40': 16, '35': 4, '38': 12, '45': 10}, 'Gris Oscuro': {'44': 9, '40': 17, '35': 3, '38': 0, '45': 7}, 'Morado': {'44': 18, '40': 15, '35': 2, '38': 17, '45': 13}}",188,True,False,False,Primavera,4.3,108,7882409184778,2024-08-26
FS0281,Bufandas Urban Wear,"Bufandas en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Urban Wear,Ante,91.9,0,91.9,"['Beige', 'Negro']",['Único'],"{'Beige': {'Único': 0}, 'Negro': {'Único': 0}}",0,False,True,False,Todo el año,3.6,128,7887625367976,2024-08-22
FS0282,Gorros Sport Active,"Gorros en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Sport Active,Lycra,58.5,0,58.5,"['Bordeaux', 'Amarillo', 'Azul Marino']",['Único'],"{'Bordeaux': {'Único': 0}, 'Amarillo': {'Único': 3}, 'Azul Marino': {'Único': 18}}",21,True,False,True,Invierno,4.3,0,7872179954740,2024-11-04
FS0283,Accesorios Sport Active,"Accesorios en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Sport Active,Cuero,34.9,42,20.24,"['Azul Cielo', 'Naranja', 'Gris Oscuro', 'Marrón']",['Único'],"{'Azul Cielo': {'Único': 0}, 'Naranja': {'Único': 6}, 'Gris Oscuro': {'Único': 5}, 'Marrón': {'Único': 0}}",11,True,False,True,Otoño,4.4,20,7893089097409,2024-03-21
FS0284,Faldas Fashion Store,"Faldas en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Fashion Store,Spandex,80.9,7,75.24,"['Blanco', 'Morado']","['XL', 'M', 'L', 'XS', 'XXL']","{'Blanco': {'XL': 18, 'M': 5, 'L': 9, 'XS': 17, 'XXL': 0}, 'Morado': {'XL': 8, 'M': 17, 'L': 2, 'XS': 9, 'XXL': 11}}",96,True,False,False,Invierno,4.5,31,7831458656717,2024-06-17
FS0285,Bufandas Casual Comfort,"Bufandas en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Casual Comfort,Algodón 100%,64.9,0,64.9,"['Azul Cielo', 'Amarillo', 'Azul']",['Único'],"{'Azul Cielo': {'Único': 13}, 'Amarillo': {'Único': 1}, 'Azul': {'Único': 0}}",14,True,False,False,Verano,3.8,87,7870569658336,2024-02-23
FS0286,Blazers Classic Collection,"Blazers en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Classic Collection,Spandex,325.5,0,325.5,"['Azul Marino', 'Azul', 'Azul Cielo']","['L', 'XXL', 'S', 'XL', 'M']","{'Azul Marino': {'L': 11, 'XXL': 17, 'S': 13, 'XL': 19, 'M': 16}, 'Azul': {'L': 15, 'XXL': 5, 'S': 18, 'XL': 18, 'M': 13}, 'Azul Cielo': {'L': 7, 'XXL': 0, 'S': 11, 'XL': 13, 'M': 10}}",186,True,False,False,Invierno,4.5,44,7889382888324,2024-06-27
FS0287,Pantalón Casual Sport Active,"Pantalón Casual en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Sport Active,Cuero,114.9,0,114.9,['Azul Marino'],"['36', '40', '32', '30', '42', '38']","{'Azul Marino': {'36': 0, '40': 8, '32': 17, '30': 8, '42': 9, '38': 12}}",54,True,True,False,Invierno,3.6,35,7821062006243,2024-10-16
FS0288,Faldas Modern Style,"Faldas en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Modern Style,Seda,93.5,0,93.5,['Azul Cielo'],"['XL', 'S', 'L', 'XS']","{'Azul Cielo': {'XL': 15, 'S': 20, 'L': 10, 'XS': 12}}",57,True,True,False,Primavera,4.3,12,7820661267362,2024-01-24
FS0289,Hoodies Modern Style,"Hoodies en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Modern Style,Viscosa,50.5,0,50.5,"['Negro', 'Marrón', 'Bordeaux', 'Azul Cielo']","['XL', 'L', 'S', 'XXL', 'M']","{'Negro': {'XL': 5, 'L': 13, 'S': 17, 'XXL': 6, 'M': 9}, 'Marrón': {'XL': 13, 'L': 1, 'S': 14, 'XXL': 5, 'M': 3}, 'Bordeaux': {'XL': 9, 'L': 18, 'S': 2, 'XXL': 4, 'M': 4}, 'Azul Cielo': {'XL': 1, 'L': 4, 'S': 18, 'XXL': 18, 'M': 19}}",183,True,False,False,Invierno,3.8,17,7828487350656,2024-06-06
FS0290,Gorros Premium Line,"Gorros en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Premium Line,Poliéster,43.5,10,39.15,"['Gris Oscuro', 'Beige']",['Único'],"{'Gris Oscuro': {'Único': 15}, 'Beige': {'Único': 6}}",21,True,False,False,Primavera,3.5,36,7857141857245,2024-08-27
FS0291,Polo Clásico Urban Wear,"Polo Clásico en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Urban Wear,Algodón 100%,43.9,0,43.9,"['Amarillo', 'Azul Marino', 'Verde']","['XL', 'XS', 'XXL', 'S']","{'Amarillo': {'XL': 14, 'XS': 17, 'XXL': 2, 'S': 2}, 'Azul Marino': {'XL': 0, 'XS': 2, 'XXL': 14, 'S': 0}, 'Verde': {'XL': 8, 'XS': 1, 'XXL': 2, 'S': 2}}",64,True,False,False,Invierno,4.6,98,7849202608035,2024-01-14
FS0292,Suéteres Sport Active,"Suéteres en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Sport Active,Spandex,34.9,28,25.13,['Negro'],"['XS', 'M', 'XL', 'L', 'XXL']","{'Negro': {'XS': 12, 'M': 17, 'XL': 6, 'L': 4, 'XXL': 1}}",40,True,False,False,Todo el año,3.7,54,7859862696090,2024-04-05
FS0293,Pantalón Deportivo Modern Style,"Pantalón Deportivo en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Modern Style,Viscosa,155.5,0,155.5,['Rosa Pastel'],"['30', '38', '40', '34']","{'Rosa Pastel': {'30': 15, '38': 12, '40': 18, '34': 17}}",62,True,False,False,Todo el año,3.9,95,7887314677624,2024-09-10
FS0294,Polo Piqué Casual Comfort,"Polo Piqué en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Casual Comfort,Ante,77.5,0,77.5,"['Blanco', 'Gris Oscuro', 'Bordeaux']","['XXL', 'S', 'L', 'M']","{'Blanco': {'XXL': 0, 'S': 19, 'L': 2, 'M': 0}, 'Gris Oscuro': {'XXL': 8, 'S': 14, 'L': 17, 'M': 11}, 'Bordeaux': {'XXL': 7, 'S': 12, 'L': 6, 'M': 4}}",100,True,False,False,Todo el año,4.3,141,7830027628136,2024-05-16
FS0295,Shorts Modern Style,"Shorts en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Modern Style,Lana,65.9,0,65.9,"['Amarillo', 'Verde']","['34', '32', '36', '38']","{'Amarillo': {'34': 0, '32': 15, '36': 1, '38': 0}, 'Verde': {'34': 0, '32': 0, '36': 1, '38': 12}}",29,True,True,False,Invierno,3.6,39,7890351742379,2024-12-20
